,City,Year,Company,Model,Variant,KM_Driven,No._of_Owners,Fuel_Type,Calculated_Score,Original_Price,Discount,On_Road_Price,Ex_Showroom_Price
0,Kolkata,2020,MARUTI,SWIFT,VXI,2944,1,Petrol,474000,682149,67350,614799,600901
1,Kolkata,2022,MAHINDRA,BOLERO NEO,N 10,1271,1,Diesel,474000,1227549,21150,1206399,1196711
2,Kolkata,2018,MARUTI,SWIFT,VXI,79345,1,Petrol,715000,557099,72800,484299,470401
3,Kolkata,2010,HYUNDAI,SANTRO XING,GL,46556,2,Petrol,72000,166299,0,166299,152401
4,Kolkata,2018,HYUNDAI,EON,MAGNA PLUS,2624,1,Petrol,468000,337399,0,337399,327711
5,Kolkata,2014,MARUTI,WAGON R 1.0,VXI,10953,1,Petrol,140000,356599,0,356599,344057
6,Kolkata,2019,HYUNDAI,ELITE I20,ERA 1.2,21415,1,Petrol,474000,537899,5000,532899,519001
7,Kolkata,2018,MARUTI,SWIFT,VXI,16301,1,Petrol,370000,579099,20000,559099,545201
8,Kolkata,2015,VOLKSWAGEN,POLO,HIGHLINE1.5L DIESEL,77595,1,Diesel,181000,359499,0,359499,349811
9,Kolkata,2014,HYUNDAI,EON,MAGNA PLUS,23786,1,Petrol,140000,227499,0,227499,214957
10,Kolkata,2017,MAHINDRA,BOLERO,POWER+ SLE,45095,1,Diesel,370000,570699,0,570699,558511
11,Kolkata,2022,TATA,TIAGO,1.2 XT (O),10687,1,Petrol,507000,608399,30500,577899,564001
12,Kolkata,2012,HYUNDAI,I20,SPORTZ 1.2 O,82883,2,Petrol,140000,294199,5000,289199,279511
13,Kolkata,2013,HYUNDAI,I10,SPORTZ 1.2 KAPPA2,72059,2,Petrol,181000,270599,17800,252799,238901
14,Kolkata,2019,MAHINDRA,XUV500,W9,7562,1,Diesel,474000,1438899,33300,1405599,1386192
15,Kolkata,2012,HYUNDAI,EON,MAGNA,48802,1,Petrol,140000,200099,0,200099,187557
16,Kolkata,2010,MARUTI,ALTO,LXI,22973,1,Petrol,72000,152999,0,152999,140457
17,Kolkata,2021,MARUTI,BALENO,ZETA PETROL 1.2,2781,1,Petrol,474000,779399,9100,770299,756401
18,Kolkata,2019,MARUTI,SWIFT,VXI,21388,1,Petrol,474000,606999,48100,558899,545001
19,Kolkata,2015,MARUTI,ALTO 800,LXI,35391,2,Petrol,140000,248099,0,248099,238411
20,Kolkata,2018,HYUNDAI,CRETA,1.6 E + VTVT,39812,1,Petrol,169000,847299,7100,840199,820792
21,Kolkata,2019,MAHINDRA,THAR,CRDI 4x4 6str AC,12969,2,Diesel,474000,882999,0,882999,870811
22,Kolkata,2018,MARUTI,ALTO 800,LXI,3519,1,Petrol,169000,336699,0,336699,327011
23,Kolkata,2015,MARUTI,CELERIO,VXI,11362,1,Petrol,140000,414599,34100,380499,370811
24,Kolkata,2014,MARUTI,ALTO 800,VXI,93106,1,Petrol,468000,249099,10000,239099,229411
25,Kolkata,2021,MARUTI,CELERIO,VXI,7726,1,Petrol,474000,535699,0,535699,523511
26,Kolkata,2020,VOLKSWAGEN,POLO,Trendline 1.0 L Petrol,24344,1,Petrol,715000,573199,46900,526299,513757
27,Kolkata,2022,MARUTI,EECO,7 STR STD(O),870,1,Petrol,474000,542899,15800,527099,514911
28,Kolkata,2014,MARUTI,SWIFT DZIRE,VXI,12792,1,Petrol,181000,464599,16400,448199,438511
29,Kolkata,2016,MARUTI,SWIFT DZIRE,LXI OPT,28164,2,Petrol,140000,435199,33900,401299,391611
30,Kolkata,2018,HYUNDAI,VERNA,1.4 VTVT E,31681,1,Petrol,169000,696399,19150,677249,667561
31,Kolkata,2012,MARUTI,SWIFT,VXI,19042,1,Petrol,181000,346999,0,346999,333101
32,Kolkata,2013,TOYOTA,COROLLA ALTIS,G,60387,1,Petrol,181000,386099,0,386099,376411
33,Kolkata,2019,VOLKSWAGEN,VENTO,COMFORTLINE MT PETROL,10624,1,Petrol,169000,663999,0,663999,644592
34,Kolkata,2022,RENAULT,KWID,1.0 CLIMBER OPT,1087,1,Petrol,474000,524099,5000,519099,506557
35,Kolkata,2013,MARUTI,WAGON R 1.0,VXI,76617,1,Petrol,181000,290599,0,290599,278057
36,Kolkata,2019,RENAULT,TRIBER,1.0 RXL PETROL,3897,1,Petrol,474000,601699,32200,569499,556957
37,Kolkata,2017,HYUNDAI,ELITE I20,Magna Executive 1.2,19857,1,Petrol,169000,537999,21800,516199,506511
38,Kolkata,2017,TATA,TIAGO,XT 1.2 REVOTRON,65546,1,Petrol,507000,354799,0,354799,345111
39,Kolkata,2016,FORD,ECOSPORT,1.5 TITANIUM TI VCT,70882,1,Petrol,322000,492699,20700,471999,462311
40,Kolkata,2013,MARUTI,ALTO K10,LXI,38627,1,Petrol,140000,219199,0,219199,209511
41,Kolkata,2018,MARUTI,WAGON R 1.0,VXI,23019,1,Petrol,468000,454199,59000,395199,382657
42,Kolkata,2020,MARUTI,NEW  WAGON-R,VXI 1.0,19123,1,Petrol,367000,569499,43400,526099,513911
43,Kolkata,2014,MARUTI,ALTO 800,LXI,34031,1,Petrol,140000,242799,0,242799,233111
44,Kolkata,2018,MARUTI,WAGON R 1.0,VXI AMT,16204,3,Petrol,169000,413799,28300,385499,372957
45,Kolkata,2016,HONDA,JAZZ,1.5 VX I DTEC,78751,2,Diesel,102000,436699,5000,431699,422011
46,Kolkata,2015,MARUTI,CELERIO,VXI,24063,1,Petrol,140000,401899,31200,370699,358157
47,Kolkata,2020,RENAULT,KWID,1.0 RXT Opt,11999,1,Petrol,367000,427899,14900,412999,403311
48,Kolkata,2018,HYUNDAI,XCENT,E PLUS,36913,2,Petrol,169000,476999,41400,435599,421701
49,Kolkata,2021,MARUTI,SWIFT,ZXI+,24637,1,Petrol,715000,840399,28600,811799,799611
50,Kolkata,2016,HYUNDAI,GRAND I10,MAGNA 1.2 KAPPA VTVT,33053,1,Petrol,181000,385599,0,385599,375911
51,Kolkata,2017,MARUTI,ERTIGA,VXI ABS,52930,1,Petrol,507000,698799,24900,673899,660001
52,Kolkata,2020,HYUNDAI,NEW SANTRO,1.1 MAGNA MT,4270,1,Petrol,474000,478499,20000,458499,448811
53,Kolkata,2012,MARUTI,ALTO K10,VXI,9721,1,Petrol,181000,217399,0,217399,207711
54,Kolkata,2020,MAHINDRA,SCORPIO,S11,32247,1,Diesel,715000,1833399,177300,1656099,1636692
55,Kolkata,2021,MARUTI,ALTO,VXI,2275,1,Petrol,367000,429899,33800,396099,386411
56,Kolkata,2021,MARUTI,S PRESSO,VXI,7082,1,Petrol,367000,469099,14000,455099,445411
57,Kolkata,2020,MARUTI,NEW  WAGON-R,VXI 1.0,17836,1,Petrol,367000,543599,11300,532299,520111
58,Kolkata,2021,HYUNDAI,NEW I20,SPORTZ 1.2 MT,2881,1,Petrol,474000,805299,35000,770299,760611
59,Kolkata,2015,HONDA,CITY,SV CVT PETROL,51900,2,Petrol,181000,511099,5000,506099,492201
60,Kolkata,2015,MARUTI,SWIFT,ZXI,24245,1,Petrol,181000,521399,36300,485099,471201
61,Kolkata,2013,SKODA,RAPID,AMBITION 1.6 MPFI MT,91539,2,Petrol,102000,471299,5000,466299,456611
62,Kolkata,2021,MAHINDRA,SCORPIO,S11,26772,2,Diesel,715000,1643299,0,1643299,1633611
63,Kolkata,2019,HYUNDAI,NEW SANTRO,ERA 1.1,45693,1,Petrol,468000,389799,23000,366799,357111
64,Kolkata,2022,RENAULT,KIGER,RXZ CVT 1.0 TURBO DUAL TONE,4328,1,Petrol,474000,1162999,115200,1047799,1038111
65,Kolkata,2016,HYUNDAI,XCENT,S 1.2,84512,2,Petrol,102000,351399,0,351399,341711
66,Kolkata,2014,HYUNDAI,EON,ERA PLUS,52959,1,Petrol,140000,241599,0,241599,229057
67,Kolkata,2015,MARUTI,SWIFT,VXI,37307,1,Petrol,181000,398299,0,398299,388611
68,Kolkata,2020,DATSUN,GO PLUS,T (O) CVT,15755,2,Petrol,474000,562899,45000,517899,505711
69,Kolkata,2016,MARUTI,WAGON R 1.0,LXI,33278,1,Petrol,140000,360899,29100,331799,319257
70,Kolkata,2018,MARUTI,CELERIO X,ZXI OPT AMT,28198,1,Petrol,370000,464399,44000,420399,407857
71,Kolkata,2020,MARUTI,DZIRE,VXI,17572,1,Petrol,367000,688499,68400,620099,610411
72,Kolkata,2019,MARUTI,SWIFT,VXI,46282,2,Petrol,715000,606999,46300,560699,546801
73,Kolkata,2016,MARUTI,VITARA BREZZA,ZDI PLUS DUAL TONE,57569,2,Diesel,181000,657599,25600,631999,622311
74,Kolkata,2013,MARUTI,WAGON R 1.0,VXI,73462,1,Petrol,181000,288499,0,288499,275957
75,Kolkata,2015,MARUTI,CIAZ,VXI PLUS,47403,2,Petrol,181000,477498,31200,446298,436610
76,Kolkata,2012,MARUTI,SWIFT,VXI,40109,1,Petrol,181000,350599,20800,329799,320111
77,Kolkata,2018,MARUTI,DZIRE,ZXI Plus,55779,1,Petrol,507000,600699,39400,561299,547401
78,Kolkata,2016,HYUNDAI,VERNA,FLUIDIC 1.6 SX VTVT,62031,1,Petrol,322000,566099,50700,515399,495992
79,Kolkata,2011,HYUNDAI,EON,MAGNA O,86805,1,Petrol,507000,181699,0,181699,172011
80,Kolkata,2014,HYUNDAI,I20,ASTA 1.4 CRDI,63497,2,Diesel,181000,354599,5000,349599,335701
81,Kolkata,2014,MARUTI,ALTO 800,VXI,27046,1,Petrol,140000,255799,5000,250799,238257
82,Kolkata,2019,HONDA,CITY,SV MT PETROL,13434,2,Petrol,169000,744199,0,744199,730301
83,Kolkata,2019,MARUTI,NEW  WAGON-R,VXI 1.0,12935,1,Petrol,367000,544499,22400,522099,512411
84,Kolkata,2018,HYUNDAI,CRETA,1.6 SX AT CRDI,37630,1,Diesel,370000,1179899,81700,1098199,1078792
85,Kolkata,2014,MARUTI,ALTO 800,LXI,35823,3,Petrol,140000,242199,14100,228099,215557
86,Kolkata,2014,MARUTI,SWIFT DZIRE,VXI,21391,2,Petrol,140000,462199,33100,429099,415201
87,Kolkata,2019,HYUNDAI,XCENT,SX 1.2,11159,2,Petrol,169000,566549,74750,491799,482111
88,Kolkata,2018,MARUTI,ALTO K10,VXI,30224,1,Petrol,169000,379899,50900,328999,316457
89,Kolkata,2019,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,27407,1,Petrol,367000,541899,51500,490399,480711
90,Kolkata,2019,HYUNDAI,CRETA,1.6 SX (O) VTVT,48064,2,Petrol,715000,1108499,0,1108499,1098811
91,Kolkata,2018,HYUNDAI,GRAND I10,ASTA 1.2 VTVT,22492,1,Petrol,468000,574499,50400,524099,510201
92,Kolkata,2019,HYUNDAI,NEW SANTRO,ASTA 1.1 MT,42119,1,Petrol,507000,509799,71600,438199,424301
93,Kolkata,2014,FORD,ECOSPORT,1.0 ECOBOOST TITANIUM,38203,1,Petrol,181000,487799,6000,481799,469257
94,Kolkata,2014,DATSUN,GO,T,28064,2,Petrol,140000,225399,0,225399,215711
95,Kolkata,2016,HYUNDAI,VERNA,FLUIDIC 1.6 VTVT S,23847,1,Petrol,181000,550199,25700,524499,514811
96,Kolkata,2019,MARUTI,VITARA BREZZA,ZDI+ DUAL TONE AMT,37427,1,Diesel,715000,1017699,99300,918399,898992
97,Kolkata,2020,RENAULT,KWID,RXT,13648,1,Petrol,367000,465399,32200,433199,420657
98,Kolkata,2018,MARUTI,SWIFT,VXI AMT,25410,1,Petrol,169000,605899,28700,577199,563301
99,Kolkata,2016,MARUTI,WAGON R 1.0,VXI,28518,2,Petrol,140000,389099,24200,364899,352357
100,Kolkata,2013,MARUTI,ALTO 800,LXI,45643,1,Petrol,181000,224999,0,224999,212457
101,Kolkata,2021,VOLKSWAGEN,POLO,GT TSI AT 1.0,11068,3,Petrol,715000,1011699,96100,915599,903057
102,Kolkata,2015,FORD,ECOSPORT,1.5 TITANIUMTDCI OPT,52613,2,Diesel,181000,552499,22700,529799,515901
103,Kolkata,2013,MARUTI,SWIFT,VXI,70063,1,Petrol,181000,353699,5000,348699,339011
104,Kolkata,2014,DATSUN,GO,T,22412,1,Petrol,140000,220599,0,220599,206701
105,Kolkata,2020,HYUNDAI,NEW SANTRO,MAGNA 1.1 CORPORATE EDITION,15383,1,Petrol,474000,478899,42500,436399,426711
106,Kolkata,2014,HONDA,AMAZE,1.2 VXMT I VTEC,30992,2,Petrol,140000,415299,28700,386599,376911
107,Kolkata,2014,MARUTI,SWIFT DZIRE,VXI,47493,1,Petrol,181000,440249,40650,399599,385701
108,Kolkata,2018,HYUNDAI,EON,MAGNA PLUS,33404,1,Petrol,169000,304299,0,304299,291757
109,Kolkata,2019,MARUTI,BALENO,ZETA 1.2 K12,67875,1,Petrol,507000,614099,40700,573399,559501
110,Kolkata,2014,MARUTI,SWIFT DZIRE,VXI,76703,1,Petrol,181000,426099,6300,419799,405901
111,Kolkata,2018,HYUNDAI,CRETA,1.6 SX AT CRDI,56907,1,Diesel,315000,1130699,15000,1115699,1106011
112,Kolkata,2015,MARUTI,ALTO 800,VXI,46994,2,Petrol,140000,261299,6500,254799,242257
113,Kolkata,2019,NISSAN,KICKS,XV PETROL,39478,1,Petrol,715000,731499,115500,615999,602101
114,Kolkata,2015,MARUTI,SWIFT,VXI,57450,1,Petrol,181000,397099,0,397099,383201
115,Kolkata,2020,MARUTI,XL6,ALPHA SHVS  MT,9883,2,Petrol,367000,988099,78800,909299,899611
116,Kolkata,2019,HYUNDAI,NEW SANTRO,SPORTZ 1.1,20629,2,Petrol,367000,498899,55600,443299,429401
117,Kolkata,2018,HYUNDAI,GRAND I10,MAGNA 1.2 VTVT,52987,1,Petrol,507000,473999,41300,432699,418801
118,Kolkata,2018,MARUTI,WAGON R 1.0,VXI,15548,1,Petrol,169000,459449,41350,418099,408411
119,Kolkata,2020,KIA,SELTOS,1.5 GTX+ AT,67419,1,Diesel,715000,1672399,148600,1523799,1514111
120,Kolkata,2021,FORD,ECOSPORT,1.5  TITANIUM SPORTS(SUNROOF),8143,1,Diesel,474000,1158099,83600,1074499,1064811
121,Kolkata,2019,HYUNDAI,GRAND I10,ASTA 1.2 KAPPA VTVT,25600,1,Petrol,169000,507999,5000,502999,489101
122,Kolkata,2017,MARUTI,SWIFT,VDI,82858,1,Diesel,507000,457699,25500,432199,422511
123,Kolkata,2020,FORD,ECOSPORT,1.5 TITANIUM PLUS TI VCT AT,15344,1,Petrol,367000,1025499,68650,956849,942951
124,Kolkata,2019,MARUTI,SWIFT,LXI,61909,1,Petrol,507000,509299,21300,487999,474101
125,Kolkata,2018,HONDA,JAZZ,1.2 SV MT,34640,1,Petrol,169000,616999,51600,565399,551501
126,Kolkata,2014,MARUTI,SWIFT,VXI,29796,2,Petrol,140000,398399,29100,369299,355401
127,Kolkata,2018,TOYOTA,COROLLA ALTIS,VL AT,34316,2,Petrol,370000,1548699,137500,1411199,1401511
128,Kolkata,2019,MARUTI,BALENO,DELTA 1.2 K12,27137,1,Petrol,367000,642149,52250,589899,576001
129,Kolkata,2017,FORD,ECOSPORT,1.5 TDCI TITANIUM PLUS,69342,1,Diesel,507000,680699,30600,650099,640411
130,Kolkata,2014,HONDA,CITY,SV CVT PETROL,57030,1,Petrol,181000,506799,0,506799,497111
131,Kolkata,2018,HYUNDAI,ELITE I20,Magna Executive 1.2,24062,1,Petrol,370000,565199,12100,553099,543411
132,Kolkata,2019,HONDA,CITY,V MT PETROL,20355,1,Petrol,474000,897399,20700,876699,867011
133,Kolkata,2021,MAHINDRA,XUV 3OO,1.2 W4 MT,15777,1,Petrol,715000,826899,85400,741499,731811
134,Kolkata,2013,MARUTI,SWIFT,VXI,65033,1,Petrol,181000,347799,0,347799,338111
135,Kolkata,2014,FORD,ECOSPORT,1.5 TREND TDCI,74464,1,Diesel,181000,439499,0,439499,425601
136,Kolkata,2019,FORD,ECOSPORT,1.5 TITANIUM PLUS TI VCT AT,7277,1,Petrol,367000,1060699,79700,980999,967101
137,Kolkata,2020,HYUNDAI,GRAND I10 NIOS,SPORTZ PETROL,2818,1,Petrol,474000,650899,0,650899,637001
138,Kolkata,2019,HYUNDAI,VERNA,1.6 SX (O) CRDI MT,42775,1,Diesel,507000,1052199,93200,958999,939592
139,Kolkata,2014,HYUNDAI,I20,SPORTZ 1.2 VTVT,52015,1,Petrol,181000,370199,5000,365199,355511
140,Kolkata,2019,HYUNDAI,GRAND I10 NIOS,SPORTZ PETROL,2021,1,Petrol,474000,650899,0,650899,637001
141,Kolkata,2019,MARUTI,DZIRE,VXI,8099,1,Petrol,367000,715399,71200,644199,630301
142,Kolkata,2020,MARUTI,BALENO,ALPHA 1.2K12  AT,6119,1,Petrol,474000,887199,59300,827899,818211
143,Kolkata,2013,FORD,ECOSPORT,1.5TITANIUM TDCI,59685,2,Diesel,181000,502599,51900,450699,436801
144,Kolkata,2018,MARUTI,ALTO 800,LXI,10579,1,Petrol,169000,336699,16000,320699,308157
145,Kolkata,2018,HYUNDAI,CRETA,1.6 SX VTVT,29130,1,Petrol,370000,953499,5900,947599,928192
146,Kolkata,2015,HYUNDAI,ELITE I20,ASTA 1.2,40796,1,Petrol,181000,492699,6900,485799,471901
147,Kolkata,2016,HYUNDAI,CRETA,1.6 SX PLUS VTVT,27312,1,Petrol,520000,907799,95200,812599,802911
148,Kolkata,2019,HONDA,WR-V,1.2 i-VTEC VX MT,27429,1,Petrol,367000,774799,0,774799,760901
149,Kolkata,2021,MAHINDRA,MARAZZO,M2 8 STR,9238,1,Diesel,474000,1243799,55600,1188199,1178511
150,Kolkata,2019,SKODA,RAPID,1.6 MPI MT ACTIVE,41352,1,Petrol,715000,746399,0,746399,736711
151,Kolkata,2018,HYUNDAI,XCENT,E PLUS,47053,1,Petrol,507000,440599,0,440599,430911
152,Kolkata,2018,HYUNDAI,ELITE I20,Magna Executive 1.2,26795,1,Petrol,169000,565199,12100,553099,539201
153,Kolkata,2019,HYUNDAI,VENUE,1.0 TURBO GDI SX+ AT,14381,1,Petrol,474000,1065799,24600,1041199,1031511
154,Kolkata,2016,MARUTI,WAGON R 1.0,VXI,20642,1,Petrol,140000,412499,5000,407499,394957
155,Kolkata,2018,MARUTI,WAGON R 1.0,VXI,33632,2,Petrol,370000,456599,57300,399299,386757
156,Kolkata,2015,MARUTI,SWIFT,VXI,76175,1,Petrol,102000,398299,0,398299,384401
157,Kolkata,2012,MARUTI,SWIFT,VXI,85873,1,Petrol,181000,321499,0,321499,311811
158,Kolkata,2016,MARUTI,BALENO,ZETA 1.2 K12,56814,1,Petrol,181000,558199,48100,510099,500411
159,Kolkata,2021,HYUNDAI,NEW I20,SPORTZ 1.2 MT,6599,1,Petrol,474000,832199,0,832199,822511
160,Kolkata,2020,MARUTI,BALENO,DELTA 1.2 K12,14834,1,Petrol,367000,693999,66500,627499,613601
161,Kolkata,2019,HONDA,WR-V,1.2 i-VTEC VX MT,21730,1,Petrol,367000,788399,32300,756099,742201
162,Kolkata,2016,HYUNDAI,I20 ACTIVE,1.2 S,59356,2,Petrol,181000,538299,54000,484299,470401
163,Kolkata,2018,MARUTI,ALTO 800,LXI,44592,1,Petrol,315000,308899,12700,296199,286511
164,Kolkata,2021,HONDA,JAZZ,1.2 ZX MT,5745,1,Petrol,474000,957999,26600,931399,917501
165,Kolkata,2018,FORD,ECOSPORT,1.5 TITANIUM TI VCT,54544,1,Petrol,507000,752399,88700,663699,649801
166,Kolkata,2015,HYUNDAI,ELITE I20,ASTA 1.2,53890,1,Petrol,181000,507699,20400,487299,477611
167,Kolkata,2018,HYUNDAI,ELITE I20,ASTA 1.4 CRDI,91106,1,Diesel,715000,666799,61600,605199,591301
168,Kolkata,2019,HONDA,WR-V,1.2 i-VTEC VX MT,28228,1,Petrol,367000,772699,0,772699,763011
169,Kolkata,2018,HONDA,CITY,V MT PETROL,31801,1,Petrol,370000,789099,0,789099,779411
170,Kolkata,2018,HYUNDAI,VERNA,1.6 SX VTVT,57604,1,Petrol,507000,811499,66500,744999,735311
171,Kolkata,2019,HONDA,CITY,V MT PETROL,45064,1,Petrol,715000,968599,93000,875599,861701
172,Kolkata,2017,MARUTI,WAGON R 1.0,VXI,13595,2,Petrol,169000,436899,5000,431899,422211
173,Kolkata,2014,MARUTI,WAGON R 1.0,VXI,33292,2,Petrol,140000,349499,0,349499,336957
174,Kolkata,2018,MARUTI,DZIRE,VXI,27563,1,Petrol,169000,640399,35100,605299,591401
175,Kolkata,2014,FORD,ECOSPORT,1.0 ECOBOOST TITANIUM,75658,1,Petrol,181000,551099,0,551099,541411
176,Kolkata,2020,KIA,SONET,GTX + 1.0 IMT,20879,2,Petrol,715000,1273999,92000,1181999,1172311
177,Kolkata,2019,TATA,HARRIER,XZ 2.0L Kryotec,57852,1,Diesel,715000,1430999,127000,1303999,1294311
178,Kolkata,2018,FORD,ECOSPORT,1.5 TITANIUM TI VCT,7659,1,Petrol,169000,783099,58200,724899,715211
179,Kolkata,2014,HYUNDAI,I20,SPORTZ 1.2 VTVT,53121,2,Petrol,140000,374199,0,374199,360301
180,Kolkata,2016,MARUTI,WAGON R 1.0,VXI,32694,2,Petrol,140000,415099,32200,382899,370357
181,Kolkata,2014,MARUTI,WAGON R 1.0,VXI,31315,2,Petrol,140000,373599,22100,351499,338957
182,Kolkata,2014,HYUNDAI,GRAND I10,MAGNA 1.2 KAPPA VTVT,55010,2,Petrol,181000,348099,0,348099,334201
183,Kolkata,2018,HYUNDAI,ELITE I20,ASTA 1.2,22621,1,Petrol,169000,674799,53100,621699,612011
184,Kolkata,2018,MAHINDRA,TUV300,T 10 MT Dual Tone,76226,1,Diesel,715000,707999,0,707999,698311
185,Kolkata,2019,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,33016,1,Petrol,507000,547999,49900,498099,484201
186,Kolkata,2020,TATA,NEXON,XZA+ (O) 1.5  RTQ,73072,1,Diesel,715000,1202399,0,1202399,1192711
187,Kolkata,2019,HYUNDAI,VENUE,1.0 TURBO GDI SX+ AT,15763,1,Petrol,474000,1063199,10100,1053099,1040557
188,Kolkata,2017,MARUTI,BALENO,DELTA CVT PETROL 1.2,11861,2,Petrol,169000,589399,0,589399,579711
189,Kolkata,2019,MARUTI,DZIRE,VXI,25144,1,Petrol,169000,658199,70000,588199,574301
190,Kolkata,2021,TATA,NEXON,XZ+ SUNROOF 1.2 RTN,6555,1,Petrol,474000,1074599,29800,1044799,1035111
191,Kolkata,2019,VOLKSWAGEN,AMEO,COMFORTLINE 1.0,27021,1,Petrol,367000,474999,33500,441499,428957
192,Kolkata,2021,MARUTI,S PRESSO,VXI,3862,1,Petrol,367000,500099,37200,462899,453211
193,Kolkata,2016,HYUNDAI,I20 ACTIVE,1.2 S,50214,2,Petrol,181000,543299,6500,536799,522901
194,Kolkata,2019,HONDA,CIVIC,ZX CVT PETROL,9904,1,Petrol,474000,1658599,48400,1610199,1600511
195,Kolkata,2018,MARUTI,DZIRE,VXI AMT,60212,1,Petrol,507000,606349,37750,568599,554701
196,Kolkata,2019,HYUNDAI,VENUE,1.0 TURBO GDI SX+ AT,17838,1,Petrol,367000,1090699,80500,1010199,997657
197,Kolkata,2018,MARUTI,WAGON R 1.0,VXI,19021,1,Petrol,169000,480749,38550,442199,432511
198,Kolkata,2014,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,60608,1,Petrol,181000,373399,0,373399,363711
199,Kolkata,2018,MARUTI,WAGON R 1.0,VXI,27575,1,Petrol,169000,457099,24900,432199,419657
200,Kolkata,2013,MARUTI,WAGON R 1.0,VXI,42697,1,Petrol,181000,305699,0,305699,293157
201,Kolkata,2014,HYUNDAI,ELITE I20,SPORTZ 1.2,62281,1,Petrol,181000,420699,14100,406599,392701
202,Kolkata,2021,HYUNDAI,GRAND I10 NIOS,ASTA PETROL AMT,3834,1,Petrol,474000,809099,65200,743899,731711
203,Kolkata,2015,MARUTI,WAGON R 1.0,VXI,63582,1,Petrol,181000,357299,29100,328199,318511
204,Kolkata,2014,MARUTI,WAGON R 1.0,VXI,17691,1,Petrol,140000,373299,22200,351099,338557
205,Kolkata,2019,HYUNDAI,GRAND I10,MAGNA 1.2 KAPPA VTVT,33583,1,Petrol,507000,512299,0,512299,498401
206,Kolkata,2014,MARUTI,WAGON R 1.0,VXI,31575,1,Petrol,140000,346099,0,346099,336411
207,Kolkata,2019,MARUTI,DZIRE,ZXI,8087,1,Petrol,474000,702899,47200,655699,646011
208,Kolkata,2019,RENAULT,TRIBER,1.0 RXL PETROL,29883,2,Petrol,367000,602399,30500,571899,559357
209,Kolkata,2019,HYUNDAI,GRAND I10 NIOS,SPORTZ PETROL,12697,1,Petrol,367000,642899,48700,594199,580301
210,Kolkata,2022,MARUTI,IGNIS,ZETA 1.2 K12,2416,1,Petrol,474000,693899,0,693899,684211
211,Kolkata,2020,MARUTI,S CROSS,ZETA AT 1.5 SHVS,11707,1,Petrol,474000,1056899,70100,986799,974611
212,Kolkata,2018,JEEP,COMPASS,LIMITED (O) 2.0,47631,2,Diesel,370000,1305999,109400,1196599,1177192
213,Kolkata,2020,MAHINDRA,MARAZZO,M 6 + 7 STR,10455,1,Diesel,474000,1316899,126900,1189999,1177811
214,Kolkata,2017,MARUTI,BALENO,ALPHA PETROL 1.2,54171,2,Petrol,181000,551199,5000,546199,532301
215,Kolkata,2019,HYUNDAI,GRAND I10 NIOS,SPORTZ PETROL,10820,1,Petrol,367000,650899,0,650899,641211
216,Kolkata,2020,TATA,HARRIER,XZA,28807,1,Diesel,715000,1768499,150400,1618099,1608411
217,Kolkata,2013,MARUTI,SWIFT DZIRE,VDI,83859,1,Diesel,140000,368799,0,368799,359111
218,Kolkata,2019,MARUTI,BALENO,DELTA 1.2 K12,46309,1,Petrol,507000,677099,64900,612199,602511
219,Kolkata,2020,MARUTI,CIAZ,ALPHA 1.5 MT VTVT SHVS,5768,1,Petrol,474000,1022199,76300,945899,936211
220,Kolkata,2021,MARUTI,ALTO,VXI,7688,1,Petrol,367000,411599,10600,400999,388457
221,Kolkata,2020,MARUTI,S PRESSO,VXI PLUS,9323,2,Petrol,367000,504199,44600,459599,449911
222,Kolkata,2018,MARUTI,BALENO,ZETA PETROL 1.2,24264,2,Petrol,370000,629699,0,629699,620011
223,Kolkata,2018,MARUTI,IGNIS,DELTA 1.2 K12,12104,1,Petrol,468000,504499,22300,482199,468301
224,Kolkata,2018,MARUTI,BALENO,DELTA 1.2 K12,33269,2,Petrol,169000,642999,39600,603399,593711
225,Kolkata,2021,MARUTI,BALENO,ZETA 1.2 K12,13127,2,Petrol,507000,785699,63300,722399,712711
226,Kolkata,2014,TOYOTA,ETIOS,CROSS 1.5 V,59283,1,Petrol,140000,397249,0,397249,387561
227,Kolkata,2017,HONDA,CITY,VX CVT PETROL,44987,2,Petrol,169000,770399,22000,748399,738711
228,Kolkata,2019,KIA,SELTOS,GTK 1.4 GDI PETROL,25481,1,Petrol,474000,1263899,90500,1173399,1163711
229,Kolkata,2019,MG,HECTOR,SHARP DCT PETROL,23953,1,Petrol,474000,1512799,21200,1491599,1477701
230,Kolkata,2018,MARUTI,WAGON R 1.0,VXI,42247,2,Petrol,507000,456999,39600,417399,404857
231,Kolkata,2018,MARUTI,CIAZ,1.5 SIGMA SHVS,18779,1,Petrol,370000,709299,40900,668399,654501
232,Kolkata,2018,MARUTI,BALENO,DELTA 1.2 K12,17286,1,Petrol,169000,658999,35000,623999,614311
233,Kolkata,2015,MARUTI,BALENO,ALPHA PETROL 1.2,77412,1,Petrol,102000,503499,0,503499,489601
234,Kolkata,2021,SKODA,RAPID,1.0 AMBITION TSI AT,13677,1,Petrol,474000,1133299,27300,1105999,1093457
235,Kolkata,2020,MARUTI,S PRESSO,VXI,31651,1,Petrol,507000,469099,17400,451699,439157
