,City,Year,Company,Model,Variant,KM_Driven,No._of_Owners,Fuel_Type,Calculated_Score,Original_Price,Discount,On_Road_Price,Ex_Showroom_Price
2497,Pune,2013,MARUTI,A STAR,VXI ABS AT,46530,2,Petrol,280000,317099,0,317099,304557
2498,Pune,2018,MARUTI,SWIFT,VDI AMT,67283,1,Diesel,715000,729699,0,729699,720011
2499,Pune,2017,HYUNDAI,GRAND I10,MAGNA 1.2 VTVT,33798,1,Petrol,338000,449399,5000,444399,430501
2500,Pune,2013,HYUNDAI,I20,MAGNA O 1.2,63658,2,Petrol,362000,375099,21600,353499,343811
2501,Pune,2016,NISSAN,MICRA,XL CVT (PETROL),51445,1,Petrol,362000,543899,57700,486199,476511
2502,Pune,2019,TATA,TIAGO,XT 1.2 REVOTRON,18309,1,Petrol,740000,509299,0,509299,499611
2503,Pune,2014,HYUNDAI,VERNA,FLUIDIC 1.4 VTVT,50283,1,Petrol,362000,534899,16900,517999,508311
2504,Pune,2021,MARUTI,NEW  WAGON-R,LXI CNG 1.0 L,36168,1,Petrol + CNG,715000,687199,0,687199,677511
2505,Pune,2020,TATA,HARRIER,XZ 2.0L Kryotec,38738,2,Diesel,715000,1497399,42600,1454799,1435392
2506,Mumbai,2014,RENAULT,DUSTER,RXL PETROL 104,96473,1,Petrol,102000,612399,78000,534399,514992
2507,Mumbai,2012,HONDA,BRIO,1.2 S MT I VTEC,68941,1,Petrol,140000,302199,0,302199,292511
2508,Pune,2016,MARUTI,CIAZ,ZXI,32746,2,Petrol,362000,666899,48300,618599,604701
2509,Pune,2014,VOLKSWAGEN,VENTO,HIGHLINE PETROL,49479,2,Petrol,362000,534219,47620,486599,467192
2510,Pune,2021,TATA,PUNCH,CREATIVE  MT,19036,1,Petrol,715000,877799,65100,812699,803011
2511,Pune,2021,MARUTI,NEW  WAGON-R,LXI CNG 1.0 L,31157,1,Petrol + CNG,715000,687199,0,687199,677511
2512,Pune,2016,MARUTI,CELERIO,ZXI AMT,38229,2,Petrol,362000,457299,0,457299,447611
2513,Pune,2018,TATA,TIAGO,XZA 1.2 REVOTRON,48343,2,Petrol,507000,547499,0,547499,537811
2514,Pune,2014,MARUTI,ALTO 800,LXI,65255,2,Petrol,280000,252899,0,252899,240357
2515,Pune,2016,MAHINDRA,KUV100,K8 D 5 STR,63927,1,Diesel,204000,514099,0,514099,504411
2516,Pune,2018,VOLKSWAGEN,POLO,HIGH LINE PLUS 1.0,32262,1,Petrol,740000,715399,5000,710399,700711
2517,Pune,2018,NISSAN,MICRA,XL CVT (PETROL),14568,2,Petrol,338000,551299,29700,521599,507701
2518,Pune,2019,MARUTI,NEW  WAGON-R,LXI CNG 1.0 L,87746,1,Petrol + CNG,507000,571599,40200,531399,519211
2519,Pune,2020,MARUTI,CELERIO,VXI CNG OPT,42286,1,Petrol + CNG,715000,584499,0,584499,571957
2520,Pune,2021,TOYOTA,URBAN CRUISER,PREMIUM MT,16956,1,Petrol,734000,1032699,76000,956699,942801
2521,Pune,2018,RENAULT,KWID,RXT 1.0 EASY-R AT OPTION,45167,1,Petrol,507000,462499,13400,449099,439411
2522,Pune,2012,MARUTI,WAGON R 1.0,VXI,37385,1,Petrol,280000,333699,11700,321999,309457
2523,Pune,2019,MARUTI,CELERIO,VXI CNG OPT,28095,1,Petrol + CNG,948000,583099,0,583099,573411
2524,Pune,2015,HYUNDAI,EON,D LITE PLUS,22763,1,Petrol,362000,304099,0,304099,294411
2525,Pune,2019,MARUTI,NEW  WAGON-R,1.0 Lxi (o) cng,65327,1,Petrol + CNG,715000,567199,0,567199,557511
2526,Pune,2019,HYUNDAI,VERNA,1.6 SX VTVT (O),16014,1,Petrol,367000,1029099,86000,943099,933411
2527,Pune,2019,MARUTI,CELERIO,VXI CNG OPT,46053,1,Petrol + CNG,715000,583099,0,583099,573411
2528,Pune,2016,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,25055,2,Petrol,362000,521099,46400,474699,465011
2529,Pune,2018,MARUTI,ALTO 800,LXI,8388,2,Petrol,740000,350599,17700,332899,320357
2530,Pune,2014,MARUTI,CIAZ,ZXI,93588,1,Petrol,3914,489799,14200,475599,461701
2531,Pune,2017,HONDA,BRIO,1.2 S MT I VTEC,31260,1,Petrol,338000,470999,0,470999,461311
2532,Pune,2022,MARUTI,ALTO,VXI,1498,1,Petrol,948000,470799,14200,456599,446911
2533,Pune,2017,TATA,TIAGO,XZ 1.2 REVOTRON,33007,1,Petrol,338000,526699,0,526699,517011
2534,Pune,2021,HONDA,JAZZ,ZX CVT,9838,1,Petrol,948000,1108799,67300,1041499,1027601
2535,Pune,2019,HONDA,AMAZE,1.2 SMT I VTEC,27054,2,Petrol,948000,674899,42900,631999,618101
2536,Pune,2012,HONDA,BRIO,1.2 E MT I VTEC,48547,2,Petrol,280000,314899,11200,303699,289801
2537,Pune,2017,VOLKSWAGEN,AMEO,COMFORTLINE 1.2,50011,1,Petrol,362000,509699,0,509699,495801
2538,Pune,2019,KIA,SELTOS,HTX+ MT 1.5 DIESEL,37157,1,Diesel,715000,1613999,28100,1585899,1572001
2539,Pune,2019,MARUTI,NEW  WAGON-R,LXI CNG 1.0 L,82792,1,Petrol + CNG,507000,579599,31100,548499,536311
2540,Pune,2020,MARUTI,VITARA BREZZA,ZXI,27742,1,Petrol,507000,920699,68100,852599,838701
2541,Pune,2013,HYUNDAI,I20,ASTA 1.2,25985,2,Petrol,362000,490299,12700,477599,463701
2542,Pune,2019,RENAULT,TRIBER,1.0 RXZ,9798,1,Petrol,734000,739799,43400,696399,686711
2543,Mumbai,2019,HONDA,AMAZE,1.2 SMT I VTEC,20299,1,Petrol,474000,690899,20400,670499,660811
2544,Pune,2020,HYUNDAI,AURA,SX PETROL,35201,1,Petrol,507000,791699,41400,750299,740611
2545,Pune,2021,HONDA,JAZZ,ZX CVT,7292,1,Petrol,948000,1108799,86100,1022699,1008801
2546,Pune,2020,HONDA,AMAZE,1.2 SMT I VTEC,39888,2,Petrol,507000,678299,36450,641849,627951
2547,Pune,2019,HYUNDAI,ELITE I20,1.2 SPORTS PLUS VTVT,17655,1,Petrol,948000,733699,0,733699,719801
2548,Pune,2014,MARUTI,WAGON R 1.0,LXI CNG,59043,1,Petrol + CNG,362000,432299,7700,424599,412057
2549,Pune,2018,MARUTI,CELERIO,VXI (O) AMT,36460,1,Petrol,338000,498499,5400,493099,480557
2550,Pune,2015,HONDA,CITY,SV CVT PETROL,46542,1,Petrol,362000,691299,0,691299,677401
2551,Pune,2014,MARUTI,WAGON R 1.0,LXI CNG,24802,1,Petrol + CNG,362000,443699,5600,438099,428411
2552,Pune,2020,MARUTI,NEW  WAGON-R,ZXI 1.2,78429,1,Petrol,507000,585299,15900,569399,559711
2553,Pune,2018,MAHINDRA,XUV500,W11 (O) AT,43869,1,Diesel,630000,1747999,90200,1657799,1648111
2554,Pune,2014,VOLKSWAGEN,VENTO,HIGHLINE PETROL,37558,1,Petrol,362000,546299,0,546299,536611
2555,Pune,2016,MAHINDRA,XUV500,W6 AT,89755,2,Diesel,644000,1082099,0,1082099,1072411
2556,Pune,2018,RENAULT,DUSTER,RXZ AMT 110 PS,34176,1,Diesel,740000,1081699,97900,983799,969901
2557,Pune,2014,HONDA,BRIO,1.2 S MT I VTEC,77690,1,Petrol,280000,362599,12900,349699,340011
2558,Pune,2016,TOYOTA,COROLLA ALTIS,VL AT,42212,1,Petrol,2430,1025299,115000,910299,890892
2559,Pune,2016,MARUTI,BALENO,DELTA 1.2 K12,48248,2,Petrol,362000,563799,31500,532299,518401
2560,Pune,2016,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,47256,1,Petrol,362000,529099,57700,471399,457501
2561,Pune,2020,HYUNDAI,AURA,SX PETROL,31018,1,Petrol,507000,791699,44200,747499,733601
2562,Pune,2012,MARUTI,WAGON R 1.0,LXI CNG,88057,1,Petrol + CNG,280000,363349,5000,358349,348661
2563,Pune,2017,MARUTI,CELERIO,VXI CNG,76388,1,Petrol + CNG,507000,493499,0,493499,480957
2564,Pune,2016,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,50669,1,Petrol,362000,503699,44700,458999,449311
2565,Pune,2021,HONDA,JAZZ,1.2 ZX MT,7096,1,Petrol,948000,982099,0,982099,972411
2566,Pune,2018,MARUTI,CELERIO,ZXI OPT AMT,26738,1,Petrol,338000,546699,0,546699,537011
2567,Pune,2014,MARUTI,WAGON R 1.0,LXI CNG,71143,1,Petrol + CNG,362000,435699,34300,401399,388857
2568,Pune,2019,HYUNDAI,ELITE I20,1.2 SPORTS PLUS VTVT,31445,1,Petrol,715000,734199,33000,701199,687301
2569,Pune,2020,FORD,ECOSPORT,1.5TITANIUM TDCI,22460,1,Diesel,715000,1003199,55800,947399,937711
2570,Pune,2019,RENAULT,TRIBER,1.0 RXZ,17385,1,Petrol,734000,723599,25900,697699,685157
2571,Pune,2018,HYUNDAI,CRETA,1.6 SX AT CRDI,34142,2,Diesel,1468000,1317599,0,1317599,1307911
2572,Pune,2021,RENAULT,DUSTER,RXZ CVT 1.3 TURBO,8006,1,Petrol,948000,1267599,56700,1210899,1197001
2573,Pune,2019,HYUNDAI,NEW SANTRO,ERA 1.1,15865,1,Petrol,734000,479899,0,479899,470211
2574,Pune,2017,MARUTI,CIAZ,DELTA 1.4 VVT,40472,1,Petrol,338000,654799,6700,648099,638411
2575,Pune,2017,HYUNDAI,GRAND I10,Sportz1.2 CRDI,78810,1,Diesel,468000,519299,0,519299,505401
2576,Pune,2020,KIA,SONET,GTX PLUS DCT 1.0,27671,1,Petrol,715000,1293899,40700,1253199,1240657
2577,Pune,2016,MARUTI,VITARA BREZZA,ZDI,48414,1,Diesel,1040000,806599,5000,801599,791911
2578,Pune,2016,MARUTI,CIAZ,VXI PLUS,29638,1,Petrol,362000,682099,0,682099,668201
2579,Pune,2014,MARUTI,CELERIO,VXI,84997,1,Petrol,204000,422199,5000,417199,404657
2580,Pune,2014,HYUNDAI,VERNA,FLUIDIC 1.6 VTVT SX AT,32390,2,Petrol,362000,661499,0,661499,642092
2581,Pune,2018,MARUTI,ALTO 800,LXI,11684,1,Petrol,740000,350599,10000,340599,328057
2582,Pune,2017,MARUTI,WAGON R 1.0,VXI OPT,20695,2,Petrol,338000,466999,43000,423999,414311
2583,Pune,2021,FORD,ECOSPORT,1.5TITANIUM TDCI,46822,1,Diesel,715000,1016999,68600,948399,938711
2584,Pune,2019,MARUTI,CELERIO,VXI CNG OPT,27802,1,Petrol + CNG,948000,596899,0,596899,584357
2585,Pune,2013,MARUTI,WAGON R 1.0,LXI CNG,75567,1,Petrol + CNG,280000,400699,21900,378799,366257
2586,Pune,2019,MARUTI,CELERIO,VXI CNG OPT,28767,1,Petrol + CNG,734000,637299,0,637299,627611
2587,Pune,2019,HYUNDAI,NEW SANTRO,1.1 SPORTZ MT CNG,11844,1,Petrol + CNG,734000,611899,9200,602699,588801
2588,Pune,2015,HYUNDAI,GRAND I10,ASTA 1.2 KAPPA VTVT,71894,1,Petrol,204000,501299,43500,457799,448111
2589,Pune,2018,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,23439,1,Petrol + CNG,338000,591399,15100,576299,562401
2590,Pune,2016,MARUTI,ALTO 800,LXI,26197,1,Petrol,362000,316799,0,316799,304257
2591,Pune,2017,TOYOTA,CAMRY,HYBRID,70336,1,Petrol,715000,1731699,139300,1592399,1572992
2592,Pune,2019,TATA,NEXON ,XZA + 1.2 PETROL A/T,4459,2,Petrol,948000,909799,46300,863499,849601
2593,Pune,2015,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,23930,1,Petrol,362000,487799,14900,472899,463211
2594,Pune,2018,HYUNDAI,GRAND I10,SPORTZ AT 1.2 KAPPA VTVT,23292,2,Petrol,338000,618899,5000,613899,604211
2595,Pune,2016,MARUTI,BALENO,DELTA 1.2 K12,43768,2,Petrol,1040000,563399,0,563399,553711
2596,Pune,2018,MARUTI,CELERIO,VXI CNG,71933,1,Petrol + CNG,507000,531299,0,531299,518757
2597,Pune,2019,FORD,FIGO ASPIRE,1.2 Trend+ Petrol,20809,1,Petrol,734000,601699,0,601699,589511
2598,Pune,2014,MARUTI,WAGON R 1.0,LXI CNG,53428,1,Petrol + CNG,362000,440599,5000,435599,425911
2599,Pune,2020,RENAULT,TRIBER,1.0 RXZ,28912,1,Petrol,507000,702099,26600,675499,662957
2600,Pune,2015,HYUNDAI,ELITE I20,ASTA 1.2,80464,2,Petrol,204000,578199,58400,519799,510111
2601,Pune,2018,MARUTI,CELERIO,ZXI OPT AMT,41777,1,Petrol,507000,546699,0,546699,537011
2602,Pune,2018,HONDA,JAZZ,1.2 V MT,26896,1,Petrol,169000,653599,28700,624899,611001
2603,Pune,2022,HONDA,JAZZ,ZX CVT,2300,1,Petrol,948000,1172799,85100,1087699,1078011
2604,Pune,2019,KIA,SELTOS,HTK PLUS 1.5 DIESEL,57058,1,Diesel,715000,1324099,68300,1255799,1246111
2605,Pune,2014,MARUTI,WAGON R 1.0,LXI CNG,67549,2,Petrol + CNG,280000,422699,14900,407799,395257
2606,Pune,2013,MARUTI,WAGON R 1.0,LXI CNG,84214,1,Petrol + CNG,362000,390599,14600,375999,363457
2607,Pune,2015,HYUNDAI,ELITE I20,SPORTZ 1.2,70031,2,Petrol,362000,562999,46300,516699,502801
2608,Pune,2022,HONDA,CITY,ZX CVT,6499,1,Petrol,948000,1671999,0,1671999,1662311
2609,Mumbai,2020,HYUNDAI,NEW SANTRO,1.1 MAGNA CNG MT,24669,1,Petrol + CNG,507000,644199,59900,584299,574611
2610,Pune,2017,MARUTI,BALENO,DELTA 1.2 K12,23007,2,Petrol,338000,641699,55700,585999,572101
2611,Pune,2020,HYUNDAI,NEW SANTRO,SPORTZ 1.1,18945,1,Petrol,734000,580149,0,580149,570461
2612,Pune,2018,MARUTI,ALTO 800,LXI,41536,1,Petrol,507000,350599,39900,310699,298157
2613,Pune,2017,TOYOTA,INNOVA CRYSTA,2.7 ZX AT 7 STR,91964,2,Petrol,507000,1735499,56200,1679299,1669611
2614,Pune,2020,HONDA,AMAZE,1.2 SMT I VTEC,12910,2,Petrol,948000,687399,0,687399,677711
2615,Pune,2019,HYUNDAI,CRETA,1.6 VTVT SX AUTO,16652,1,Petrol,948000,1425599,0,1425599,1415911
2616,Mumbai,2016,HYUNDAI,XCENT,SX 1.2,28646,1,Petrol,181000,560399,21400,538999,525101
2617,Pune,2021,VOLKSWAGEN,VENTO,Highline 1.0 TSI MT,29329,1,Petrol,715000,1009299,75000,934299,922111
2618,Pune,2017,MARUTI,BALENO,DELTA 1.2 K12,24251,1,Petrol,338000,653799,52900,600899,587001
2619,Pune,2018,MAHINDRA,THAR,CRDE 4X4 BS IV,23648,2,Diesel,740000,777999,0,777999,758592
2620,Pune,2016,MARUTI,WAGON R 1.0,VXI ABS AIR BAG,44229,1,Petrol,362000,412099,25300,386799,377111
2621,Pune,2016,HONDA,CITY,VX MT PETROL,64518,2,Petrol,362000,711699,14400,697299,683401
2622,Pune,2017,HYUNDAI,GRAND I10,1.2 KAPPA SPORTZ (O),10440,1,Petrol,740000,594699,0,594699,585011
2623,Mumbai,2021,MARUTI,S PRESSO,VXI CNG,15123,1,Petrol + CNG,507000,569799,46900,522899,510357
2624,Pune,2018,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,10581,1,Petrol,338000,606199,7600,598599,588911
2625,Pune,2016,HYUNDAI,CRETA,1.6 SX PLUS AUTO PETROL,68103,1,Petrol,644000,1030099,55900,974199,954792
2626,Pune,2017,MARUTI,WAGON R 1.0,VXI,38067,1,Petrol,338000,446999,27800,419199,406657
2627,Pune,2019,HONDA,AMAZE,1.2 SMT I VTEC,17156,1,Petrol,948000,690899,20600,670299,660611
2628,Pune,2016,HYUNDAI,ELITE I20,SPORTZ 1.2,63847,2,Petrol,362000,552999,15400,537599,523701
2629,Pune,2016,MARUTI,ALTO K10,VXI,28809,1,Petrol,362000,386599,38600,347999,338311
2630,Pune,2020,KIA,SELTOS,HTK PLUS 1.5 DIESEL,62846,1,Diesel,715000,1299499,83500,1215999,1202101
2631,Pune,2019,HYUNDAI,ELITE I20,1.2 SPORTS PLUS VTVT,13690,1,Petrol + CNG,948000,805899,0,805899,792001
2632,Pune,2017,MARUTI,DZIRE,VXI,32288,1,Petrol,338000,651899,0,651899,638001
2633,Pune,2014,MARUTI,WAGON R 1.0,LXI,40646,2,Petrol,362000,367599,12400,355199,342657
2634,Pune,2016,MARUTI,WAGON R 1.0,LXI CNG,67730,1,Petrol + CNG,204000,450399,0,450399,440711
2635,Pune,2021,MARUTI,S CROSS,ZETA SHVS PETROL,6608,1,Petrol,734000,1055499,96100,959399,949711
2636,Pune,2018,MARUTI,ALTO K10,VXI,15030,1,Petrol,338000,374499,0,374499,361957
2637,Pune,2019,KIA,SELTOS,HTK 1.5 PETROL,19970,1,Petrol,948000,1164699,0,1164699,1150801
2638,Pune,2017,HYUNDAI,GRAND I10,MAGNA 1.2 KAPPA VTVT,66447,1,Petrol,630000,488499,0,488499,474601
2639,Pune,2018,MARUTI,ALTO 800,LXI,19233,1,Petrol,338000,359699,0,359699,350011
2640,Pune,2019,HYUNDAI,VENUE,1.0 TURBO GDI SX+ AT,16328,2,Petrol,734000,1143399,20900,1122499,1112811
2641,Pune,2016,FORD,ECOSPORT,1.5 TITANIUM TI VCT AT,53696,1,Petrol,362000,738999,25200,713799,704111
2642,Pune,2019,HYUNDAI,ELITE I20,1.2  ASTA (O) CVT,13558,1,Petrol,948000,942399,28500,913899,900001
2643,Pune,2014,MARUTI,WAGON R 1.0,LXI CNG,69411,1,Petrol + CNG,328000,445899,37100,408799,396257
2644,Pune,2018,JEEP,COMPASS,2.0 LIMITED,43502,2,Diesel,630000,1488599,67800,1420799,1401392
2645,Pune,2021,TATA,ALTROZ,XZ 1.2,6346,1,Petrol,948000,896699,61700,834999,825311
2646,Mumbai,2020,HYUNDAI,VENUE,S MT 1.2 KAPPA,16656,2,Petrol,367000,811099,75000,736099,722201
2647,Pune,2019,MARUTI,CIAZ,ALPHA 1.3 DDIS SHVS,30144,1,Diesel,948000,1069799,21300,1048499,1038811
2648,Pune,2019,MARUTI,ALTO,VXI,13626,1,Petrol,734000,431199,0,431199,418657
2649,Pune,2019,HYUNDAI,ELITE I20,1.2  ASTA (O) CVT,7022,1,Petrol,948000,942399,21100,921299,907401
2650,Pune,2017,HYUNDAI,GRAND I10,ASTA 1.2 KAPPA VTVT,24587,2,Petrol,338000,553199,33300,519899,506001
2651,Mumbai,2019,HONDA,CIVIC,1.8V AT,6045,2,Petrol,474000,1492899,0,1492899,1473492
2652,Pune,2019,FORD,FIGO ASPIRE,1.2 Trend+ Petrol,8516,1,Petrol + CNG,734000,629799,20900,608899,596711
2653,Pune,2016,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,53358,1,Petrol,362000,513699,8600,505099,491201
2654,Pune,2016,MARUTI,WAGON R 1.0,VXI AMT,33177,2,Petrol,362000,459999,19900,440099,430411
2655,Pune,2016,HYUNDAI,CRETA,1.6 SX PLUS AUTO PETROL,67951,2,Petrol,644000,1066899,56300,1010599,991192
2656,Pune,2015,MARUTI,WAGON R 1.0,VXI,56163,2,Petrol,362000,392999,6000,386999,374457
2657,Pune,2020,SKODA,RAPID,1.0 AMBITION TSI MT,20822,1,Petrol,715000,1000399,38800,961599,949411
2658,Pune,2015,HONDA,CITY,VX MT PETROL,60126,1,Petrol,362000,701799,14200,687599,673701
2659,Pune,2017,HYUNDAI,GRAND I10,Sportz(O) 1.2 MT,49670,1,Petrol,338000,516099,24700,491399,477501
2660,Pune,2014,MARUTI,WAGON R 1.0,LXI,56242,2,Petrol,362000,346899,5000,341899,329357
2661,Mumbai,2020,TATA,ALTROZ,XZ 1.2,9234,1,Petrol,474000,858899,0,858899,849211
2662,Pune,2020,VOLKSWAGEN,VENTO,COMFORTLINE 1.0 TSI MT,65274,1,Petrol,507000,1014499,95300,919199,909511
2663,Pune,2017,MARUTI,WAGON R 1.0,VXI,25000,1,Petrol,468000,451499,27200,424299,411757
2664,Pune,2021,HONDA,JAZZ,1.2 ZX MT,5817,1,Petrol,948000,980899,69000,911899,898001
2665,Pune,2018,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,52588,2,Petrol + CNG,507000,561699,10100,551599,537701
2666,Pune,2018,MARUTI,WAGON R 1.0,LXI CNG,86955,1,Petrol + CNG,507000,477499,11550,465949,456261
2667,Pune,2020,SKODA,RAPID,1.0 AMBITION TSI MT,29229,1,Petrol,715000,954799,9300,945499,935811
2668,Mumbai,2017,HONDA,CITY,ZX MT I-DTEC,74238,2,Diesel,315000,787299,0,787299,773401
2669,Mumbai,2015,HONDA,CRV,2.0 2WD AT,69255,1,Petrol,520000,1116599,25400,1091199,1071792
2670,Pune,2015,MARUTI,WAGON R 1.0,VXI,75090,1,Petrol,204000,403699,34600,369099,359411
2671,Pune,2015,MARUTI,ALTO K10,VXI,67238,1,Petrol,362000,352699,19900,332799,320257
2672,Pune,2016,MARUTI,BALENO,ZETA 1.2 K12,53483,1,Petrol,362000,641799,17300,624499,614811
2673,Pune,2021,TOYOTA,GLANZA,G MT PETROL,16222,1,Petrol,918000,817599,14000,803599,793911
2674,Pune,2017,HYUNDAI,EON,MAGNA PLUS,25428,1,Petrol,338000,377999,14650,363349,353661
2675,Pune,2016,MARUTI,ALTO K10,VXI,47958,2,Petrol,280000,373599,44600,328999,316457
2676,Pune,2017,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,23258,2,Petrol,338000,553599,37000,516599,506911
2677,Pune,2019,HYUNDAI,ELITE I20,1.2  ASTA (O) CVT,9902,2,Petrol,948000,932399,45000,887399,877711
2678,Pune,2016,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,38313,1,Petrol,362000,530399,5000,525399,515711
2679,Mumbai,2021,MARUTI,S PRESSO,VXI,18488,1,Petrol,507000,492499,31200,461299,451611
2680,Pune,2018,MARUTI,ALTO 800,LXI,35281,1,Petrol,338000,350599,0,350599,338057
2681,Pune,2020,HONDA,AMAZE,VX AT I DTEC,70062,1,Diesel,715000,1039799,67700,972099,962411
2682,Pune,2013,MARUTI,WAGON R 1.0,LXI CNG,54632,1,Petrol + CNG,280000,412699,0,412699,403011
2683,Pune,2013,MARUTI,WAGON R 1.0,LXI,94846,2,Petrol,204000,330899,5000,325899,313357
2684,Pune,2020,MG,HECTOR,SHARP 2.0 DIESEL,55260,1,Diesel,715000,1704699,43100,1661599,1642192
2685,Pune,2018,HYUNDAI,NEW SANTRO,1.1 SPORTZ MT CNG,39655,1,Petrol + CNG,338000,573499,7350,566149,552251
2686,Pune,2018,HYUNDAI,NEW SANTRO,1.1 SPORTS AMT,29944,2,Petrol,338000,573699,15300,558399,544501
2687,Pune,2019,HYUNDAI,VERNA,EX 1.6 VTVT AT,27075,2,Petrol,740000,982499,91500,890999,877101
2688,Pune,2017,HONDA,CITY,SV MT PETROL,29160,2,Petrol,338000,822399,20500,801899,788001
2689,Pune,2019,HYUNDAI,NEW SANTRO,1.1 SPORTZ MT CNG,43871,1,Petrol + CNG,507000,587399,19500,567899,554001
2690,Mumbai,2016,HYUNDAI,CRETA,1.6 CRDI SX PLUS AUTO,97021,2,Diesel,715000,936499,5700,930799,921111
2691,Pune,2020,MG,HECTOR,SHARP DCT PETROL,25177,1,Petrol,507000,1652999,34000,1618999,1609311
2692,Pune,2018,HYUNDAI,NEW SANTRO,1.1 SPORTZ MT CNG,39904,1,Petrol + CNG,338000,570599,12900,557699,543801
2693,Pune,2019,FORD,ECOSPORT,1.5 TITANIUM PLUS TI VCT AT,19349,1,Petrol,734000,1170699,97000,1073699,1059801
2694,Pune,2017,MARUTI,CIAZ,SIGMA 1.4 VVT,43152,1,Petrol,338000,749399,5000,744399,730501
2695,Pune,2021,MG,HECTOR,SHARP DCT PETROL,8832,1,Petrol,948000,1948399,88350,1860049,1846151
2696,Pune,2018,MARUTI,BALENO,DELTA 1.2 K12,61784,1,Petrol,507000,643899,40000,603899,594211
2697,Pune,2019,HYUNDAI,NEW SANTRO,1.1 SPORTZ MT CNG,41659,1,Petrol + CNG,507000,595299,19600,575699,561801
2698,Pune,2021,MARUTI,ALTO,VXI,7285,1,Petrol,948000,470799,14000,456799,444257
2699,Pune,2019,MARUTI,XL6,ALPHA SHVS  MT,32576,2,Petrol,507000,1093399,103700,989699,977511
2700,Pune,2018,HYUNDAI,NEW SANTRO,1.1 SPORTZ MT CNG,73215,2,Petrol + CNG,507000,531199,7600,523599,509701
2701,Mumbai,2019,HYUNDAI,NEW SANTRO,1.1 SPORTZ MT CNG,57588,1,Petrol + CNG,507000,569699,0,569699,560011
2702,Pune,2018,HYUNDAI,GRAND I10,MAGNA 1.2 KAPPA VTVT,20130,1,Petrol,338000,568599,0,568599,554701
2703,Pune,2016,HYUNDAI,GRAND I10,ASTA 1.2 (O) VTVT,39930,1,Petrol,362000,550699,5000,545699,531801
2704,Pune,2018,MARUTI,VITARA BREZZA,ZDI PLUS DUAL TONE,88024,2,Diesel,715000,899299,32900,866399,852501
2705,Pune,2013,MARUTI,WAGON R 1.0,LXI CNG,68345,2,Petrol + CNG,362000,376599,17200,359399,346857
2706,Pune,2020,FORD,ECOSPORT,1.5 TITANIUM PLUS TI VCT AT,18548,1,Petrol,734000,1221899,82500,1139399,1125501
2707,Pune,2019,MARUTI,ALTO 800,LXI CNG,39944,1,Petrol + CNG,468000,420599,30700,389899,377357
2708,Pune,2016,VOLKSWAGEN,VENTO,HIGHLINE TDI AT,73448,1,Diesel,204000,777699,0,777699,768011
2709,Pune,2018,MARUTI,IGNIS,DELTA 1.2 K12,33283,1,Petrol,169000,503199,40700,462499,452811
2710,Pune,2017,HYUNDAI,CRETA,1.6 SX PLUS AUTO PETROL,48233,1,Petrol,740000,1066699,58800,1007899,988492
2711,Pune,2018,HONDA,JAZZ,1.2 VX AT,64526,1,Petrol,715000,709899,0,709899,696001
2712,Pune,2017,HYUNDAI,CRETA,1.6 CRDI SX PLUS AUTO,67600,1,Diesel,630000,1255999,75900,1180099,1160692
2713,Pune,2018,MARUTI,WAGON R 1.0,VXI,10833,1,Petrol,338000,516999,30000,486999,474457
2714,Pune,2021,TATA,ALTROZ,XZ+ 1.2 I- TURBO,11440,1,Petrol,715000,988099,63600,924499,914811
2715,Pune,2015,MARUTI,WAGON R 1.0,VXI,55847,1,Petrol,362000,414499,7500,406999,397311
2716,Pune,2017,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,41708,1,Petrol,338000,537699,7900,529799,515901
2717,Mumbai,2018,JEEP,COMPASS,LIMITED 1.4 AT,46895,1,Petrol,315000,1463999,35700,1428299,1414401
2718,Pune,2018,MARUTI,ALTO 800,LXI,54875,1,Petrol,328000,406499,89400,317099,304557
2719,Pune,2020,MARUTI,ALTO,LXI CNG,35313,1,Petrol + CNG,507000,442199,9000,433199,423511
2720,Pune,2018,MARUTI,S CROSS,ZETA 1.3 SHVS,40848,1,Diesel,630000,964899,20400,944499,934811
2721,Pune,2021,MARUTI,S PRESSO,VXI CNG,50390,1,Petrol + CNG,507000,568699,54800,513899,504211
2722,Pune,2016,HYUNDAI,GRAND I10,ASTA AT 1.2 KAPPA VTVT,58184,1,Petrol,362000,572599,0,572599,558701
2723,Pune,2019,HYUNDAI,GRAND I10,MAGNA 1.2 VTVT,23345,1,Petrol,734000,585899,0,585899,576211
2724,Pune,2020,SKODA,RAPID,1.0 AMBITION TSI AT,7024,2,Petrol,948000,1209699,139500,1070199,1060511
