,Name,Company,City,Year,KM_Driven,No._of_Owners,Fuel_Type,Calculated_Score,On_Road_Price
4011,HYUNDAINEW I20,HYUNDAI,Hyderabad,2021,33848,2,Petrol,507000,734099
4012,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2018,41294,1,Petrol,315000,739699
4013,MARUTIXL6,MARUTI,Hyderabad,2022,3525,1,Petrol,474000,1417399
4014,FORDECOSPORT,FORD,Hyderabad,2018,67076,1,Diesel,507000,969599
4015,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2018,71532,1,Petrol,715000,739699
4016,MARUTICIAZ,MARUTI,Hyderabad,2018,74856,2,Petrol,715000,799599
4017,MARUTIS CROSS,MARUTI,Hyderabad,2021,11645,1,Petrol,474000,1132299
4018,MARUTIS CROSS,MARUTI,Hyderabad,2019,49048,1,Diesel,100000,984499
4019,MARUTIS CROSS,MARUTI,Hyderabad,2019,64748,2,Diesel,507000,960799
4020,MARUTIBALENO,MARUTI,Hyderabad,2020,26471,2,Petrol,507000,861599
4021,MARUTIS CROSS,MARUTI,Hyderabad,2021,26706,1,Petrol,715000,1152349
4022,HYUNDAIVENUE,HYUNDAI,Hyderabad,2020,23816,1,Petrol,715000,1173199
4023,TOYOTAYARIS,TOYOTA,Hyderabad,2018,37668,2,Petrol,370000,819199
4024,MARUTIALTO,MARUTI,Hyderabad,2019,29251,2,Petrol,367000,357299
4025,MARUTIS CROSS,MARUTI,Hyderabad,2020,47685,1,Petrol,715000,1135199
4026,TOYOTAYARIS,TOYOTA,Hyderabad,2020,38950,1,Petrol,715000,1104699
4027,RENAULTKWID,RENAULT,Hyderabad,2021,16271,1,Petrol,507000,531399
4028,MARUTIALTO 800,MARUTI,Hyderabad,2013,60908,2,Petrol,140000,272299
4029,MARUTIDZIRE,MARUTI,Hyderabad,2017,78258,2,Diesel,507000,755799
4030,RENAULTKWID,RENAULT,Hyderabad,2018,50601,1,Petrol,507000,362199
4031,MARUTICELERIO,MARUTI,Hyderabad,2022,3781,2,Petrol,474000,719299
4032,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2014,57780,1,Diesel,181000,533299
4033,MARUTICELERIO,MARUTI,Hyderabad,2016,69409,2,Petrol,102000,427999
4034,MARUTIERTIGA,MARUTI,Hyderabad,2017,66954,1,Diesel,507000,937499
4035,MARUTISWIFT,MARUTI,Hyderabad,2017,24910,1,Petrol,169000,579299
4036,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2015,15407,1,Petrol,181000,499599
4037,MARUTIBALENO,MARUTI,Hyderabad,2016,65498,1,Petrol,102000,510199
4038,HYUNDAII20,HYUNDAI,Hyderabad,2014,91401,1,Diesel,102000,506899
4039,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2020,14544,1,Petrol,474000,506299
4040,MARUTICELERIO,MARUTI,Hyderabad,2019,81455,2,Petrol,507000,496499
4041,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2015,78650,1,Petrol,102000,549599
4042,HONDACITY,HONDA,Hyderabad,2017,64209,1,Petrol,468000,694299
4043,HYUNDAICRETA,HYUNDAI,Hyderabad,2016,68895,2,Diesel,102000,1115399
4044,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2014,55888,2,Petrol,140000,453799
4045,MARUTIALTO K10,MARUTI,Hyderabad,2014,35591,2,Petrol,140000,295899
4046,HONDACITY,HONDA,Hyderabad,2014,70958,2,Petrol,181000,581999
4047,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2013,59796,2,Petrol,181000,454399
4048,MARUTIBALENO,MARUTI,Hyderabad,2016,66198,1,Petrol,102000,586299
4049,MARUTIBALENO,MARUTI,Hyderabad,2016,69476,1,Petrol,322000,584399
4050,HYUNDAIEON,HYUNDAI,Hyderabad,2014,66735,2,Petrol,140000,308799
4051,SKODARAPID,SKODA,Hyderabad,2017,91655,2,Petrol,507000,688399
4052,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2015,77898,2,Petrol,102000,375399
4053,MARUTIVITARA BREZZA,MARUTI,Hyderabad,2020,27206,1,Petrol,507000,941899
4054,RENAULTTRIBER,RENAULT,Hyderabad,2021,31491,1,Petrol,507000,730499
4055,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2017,25909,1,Petrol,169000,646699
4056,VOLKSWAGENVENTO,VOLKSWAGEN,Hyderabad,2020,39734,1,Petrol,715000,993299
4057,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2017,41018,1,Petrol,169000,536399
4058,MAHINDRATHAR,MAHINDRA,Hyderabad,2019,44680,1,Diesel,715000,869099
4059,MARUTIVITARA BREZZA,MARUTI,Hyderabad,2020,20479,1,Petrol,507000,1154499
4060,MARUTIALTO K10,MARUTI,Hyderabad,2018,54230,1,Petrol,507000,375799
4061,MAHINDRAXUV 3OO,MAHINDRA,Hyderabad,2020,54426,1,Diesel,715000,1073899
4062,KIASELTOS,KIA,Hyderabad,2020,76761,2,Diesel,507000,1808599
4063,MARUTIBALENO,MARUTI,Hyderabad,2018,58423,1,Petrol,507000,654999
4064,MARUTIDZIRE,MARUTI,Hyderabad,2020,13827,1,Petrol,367000,878799
4065,MARUTIIGNIS,MARUTI,Hyderabad,2017,35424,1,Petrol,169000,524449
4066,FORDFREESTYLE,FORD,Hyderabad,2019,58877,1,Petrol,507000,665699
4067,FORDECOSPORT,FORD,Hyderabad,2021,22079,1,Petrol,507000,1224499
4068,TATANEXON,TATA,Hyderabad,2019,59133,1,Diesel,507000,912699
4069,MARUTIS CROSS,MARUTI,Hyderabad,2019,58513,1,Diesel,507000,984349
4070,HYUNDAIXCENT,HYUNDAI,Hyderabad,2019,10918,1,Petrol,474000,711899
4071,MARUTIS CROSS,MARUTI,Hyderabad,2021,40623,1,Petrol,715000,1162299
4072,MARUTISWIFT,MARUTI,Hyderabad,2011,81985,1,Petrol,507000,377799
4073,MARUTIALTO,MARUTI,Hyderabad,2012,29367,1,Petrol,520000,215199
4074,TATATIAGO,TATA,Hyderabad,2018,94860,1,Petrol,507000,395699
4075,MARUTISWIFT DZIRE,MARUTI,Hyderabad,2012,100111,1,Diesel,181000,455199
4076,MARUTISWIFT DZIRE,MARUTI,Hyderabad,2012,57122,1,Petrol,181000,490799
4077,VOLKSWAGENPOLO,VOLKSWAGEN,Hyderabad,2019,59938,1,Petrol,715000,559199
4078,MARUTIERTIGA,MARUTI,Hyderabad,2015,77326,1,Petrol,102000,687399
4079,RENAULTKWID,RENAULT,Hyderabad,2017,66528,1,Petrol,468000,333899
4080,MARUTISWIFT DZIRE,MARUTI,Hyderabad,2012,79595,1,Diesel,181000,449699
4081,MARUTISWIFT DZIRE,MARUTI,Hyderabad,2015,89496,1,Diesel,102000,631699
4082,RENAULTKWID,RENAULT,Hyderabad,2017,80253,2,Petrol,468000,306499
4083,MARUTISWIFT DZIRE,MARUTI,Hyderabad,2015,94590,1,Petrol,102000,470699
4084,RENAULTKWID,RENAULT,Hyderabad,2018,42192,1,Petrol,507000,394449
4085,MARUTISWIFT DZIRE,MARUTI,Hyderabad,2015,62871,2,Petrol,181000,537699
4086,MARUTISWIFT DZIRE,MARUTI,Hyderabad,2017,89798,1,Diesel,715000,673099
4087,KIASONET,KIA,Hyderabad,2021,21473,1,Petrol,507000,1221499
4088,MARUTISWIFT DZIRE,MARUTI,Hyderabad,2014,72944,1,Petrol,181000,491899
4089,MARUTISWIFT DZIRE,MARUTI,Hyderabad,2016,43345,2,Petrol,181000,611649
4090,MARUTISWIFT,MARUTI,Hyderabad,2017,46413,1,Diesel,169000,612399
4091,MARUTIEECO,MARUTI,Hyderabad,2019,12281,1,Petrol,367000,466449
4092,HYUNDAIVERNA,HYUNDAI,Hyderabad,2012,100170,1,Diesel,181000,506199
4093,MARUTIALTO 800,MARUTI,Hyderabad,2018,67913,1,Petrol,507000,297999
4094,VOLKSWAGENPOLO,VOLKSWAGEN,Hyderabad,2021,22658,1,Petrol,507000,866199
4095,VOLKSWAGENPOLO,VOLKSWAGEN,Hyderabad,2013,95248,2,Diesel,102000,392899
4096,TATAALTROZ,TATA,Hyderabad,2020,19175,1,Petrol,474000,791899
4097,MARUTISWIFT,MARUTI,Hyderabad,2020,63988,1,Petrol,507000,755699
4098,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2017,69816,1,Petrol,102000,624099
4099,MARUTISWIFT,MARUTI,Hyderabad,2018,43550,1,Diesel,507000,744699
4100,MAHINDRASCORPIO,MAHINDRA,Hyderabad,2021,43956,1,Diesel,507000,1664699
4101,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2019,60094,1,Petrol,715000,693299
4102,RENAULTKWID,RENAULT,Hyderabad,2017,46654,1,Petrol,169000,387299
4103,MARUTIVITARA BREZZA,MARUTI,Hyderabad,2018,93412,1,Diesel,507000,798999
4104,MARUTIDZIRE,MARUTI,Hyderabad,2019,74227,1,Petrol,507000,677199
4105,RENAULTTRIBER,RENAULT,Hyderabad,2021,57558,1,Petrol,507000,637499
4106,MARUTIBALENO,MARUTI,Hyderabad,2019,75459,2,Diesel,715000,642799
4107,HYUNDAICRETA,HYUNDAI,Hyderabad,2018,96875,1,Diesel,715000,975099
4108,HYUNDAIVERNA,HYUNDAI,Hyderabad,2017,71531,1,Petrol,315000,701199
4109,MARUTICIAZ,MARUTI,Hyderabad,2018,97955,1,Diesel,507000,703799
4110,MAHINDRATHAR,MAHINDRA,Hyderabad,2022,24520,1,Diesel,715000,1653599
4111,MARUTIDZIRE,MARUTI,Hyderabad,2018,52127,2,Petrol,507000,686299
4112,MARUTIVITARA BREZZA,MARUTI,Hyderabad,2019,47805,1,Diesel,715000,1015699
4113,MAHINDRAXUV 3OO,MAHINDRA,Hyderabad,2019,96730,1,Diesel,507000,918399
4114,MARUTIBALENO,MARUTI,Hyderabad,2016,42020,1,Petrol,181000,654199
4115,SKODARAPID,SKODA,Hyderabad,2017,43390,2,Petrol,169000,836099
4116,HYUNDAIVENUE,HYUNDAI,Hyderabad,2019,65655,1,Petrol,507000,1037399
4117,HYUNDAIVERNA,HYUNDAI,Hyderabad,2020,48829,1,Diesel,507000,1193099
4118,MARUTIDZIRE,MARUTI,Hyderabad,2021,54918,2,Petrol,715000,759499
4119,SKODARAPID,SKODA,Hyderabad,2018,76159,1,Diesel,102000,711299
4120,TATANEXON,TATA,Hyderabad,2019,39721,1,Diesel,169000,958499
4121,MARUTIBALENO,MARUTI,Hyderabad,2021,63991,1,Petrol,507000,688799
4122,MARUTIVITARA BREZZA,MARUTI,Hyderabad,2019,97658,1,Diesel,715000,897399
4123,FORDFREESTYLE,FORD,Hyderabad,2019,74952,2,Diesel,918000,492699
4124,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2019,11200,1,Petrol,169000,793499
4125,MAHINDRAXUV 3OO,MAHINDRA,Hyderabad,2020,10249,1,Diesel,367000,1305999
4126,MARUTICIAZ,MARUTI,Hyderabad,2018,28541,1,Petrol,169000,690799
4127,HYUNDAII20,HYUNDAI,Chennai,2012,33314,2,Petrol,72000,317499
4128,TATAALTROZ,TATA,Chennai,2022,269,1,Petrol,474000,676999
4129,MARUTISWIFT,MARUTI,Chennai,2020,12355,1,Petrol,367000,605999
4130,MARUTISWIFT,MARUTI,Chennai,2013,37446,2,Petrol,181000,426099
4131,MARUTISWIFT,MARUTI,Chennai,2019,36419,2,Petrol,507000,659399
4132,HYUNDAIELITE I20,HYUNDAI,Chennai,2015,79324,3,Petrol,415,472599
4133,SKODARAPID,SKODA,Chennai,2019,8370,1,Petrol,367000,794499
4134,NISSANMAGNITE,NISSAN,Chennai,2021,6809,2,Petrol,474000,892999
4135,RENAULTKIGER,RENAULT,Chennai,2021,2819,1,Petrol,474000,824799
4136,VOLKSWAGENVENTO,VOLKSWAGEN,Chennai,2013,43531,2,Petrol,181000,560899
4137,HYUNDAIGRAND I10 NIOS,HYUNDAI,Chennai,2021,1772,1,Petrol,367000,646499
4138,MARUTINEW  WAGON-R,MARUTI,Chennai,2019,5867,1,Petrol,367000,594899
4139,HONDACITY,HONDA,Chennai,2010,92126,1,Petrol,507000,460899
4140,HYUNDAICRETA,HYUNDAI,Chennai,2016,48069,1,Petrol,520000,1020499
4141,HYUNDAICRETA,HYUNDAI,Chennai,2017,25229,2,Diesel,370000,1138899
4142,HYUNDAICRETA,HYUNDAI,Chennai,2017,57562,2,Petrol,507000,767399
4143,MARUTISWIFT,MARUTI,Chennai,2019,33032,2,Petrol,507000,643599
4144,MARUTISWIFT,MARUTI,Chennai,2019,71274,1,Petrol,507000,602099
4145,TATAALTROZ,TATA,Chennai,2021,7299,1,Petrol,474000,755799
4146,TATAHARRIER,TATA,Chennai,2021,3780,1,Diesel,367000,1818599
4147,RENAULTKIGER,RENAULT,Chennai,2022,2178,1,Petrol,474000,964299
4148,HONDAAMAZE,HONDA,Chennai,2019,93712,1,Diesel,715000,728099
4149,MARUTISWIFT,MARUTI,Chennai,2022,3543,1,Petrol,367000,762399
4150,VOLKSWAGENPOLO,VOLKSWAGEN,Chennai,2021,22535,1,Petrol,715000,868399
4151,KIASONET,KIA,Chennai,2021,12365,1,Petrol,715000,1178799
4152,HONDACITY,HONDA,Chennai,2012,63193,3,Petrol,181000,439199
4153,HYUNDAII10,HYUNDAI,Chennai,2015,21310,1,Petrol,181000,355999
4154,MARUTICELERIO,MARUTI,Chennai,2022,4040,1,Petrol,367000,623499
4155,MARUTISWIFT,MARUTI,Chennai,2021,46252,1,Petrol,507000,811499
4156,MARUTISWIFT,MARUTI,Chennai,2019,53473,1,Petrol,507000,610899
4157,TOYOTAURBAN CRUISER,TOYOTA,Chennai,2021,7052,1,Petrol,474000,1254699
4158,MARUTISWIFT,MARUTI,Chennai,2019,81927,1,Petrol,507000,693499
4159,HONDAAMAZE,HONDA,Chennai,2015,44068,2,Petrol,181000,485999
4160,HYUNDAICRETA,HYUNDAI,Chennai,2016,76758,2,Petrol,102000,722849
4161,RENAULTKIGER,RENAULT,Chennai,2021,11199,1,Petrol,715000,891099
4162,VOLKSWAGENPOLO,VOLKSWAGEN,Chennai,2016,72497,2,Petrol,102000,667099
4163,KIASONET,KIA,Chennai,2020,22976,1,Diesel,715000,1392399
4164,MARUTIEECO,MARUTI,Chennai,2019,21836,1,Petrol,367000,411099
4165,HYUNDAICRETA,HYUNDAI,Chennai,2022,14563,1,Diesel,715000,1930399
4166,MARUTISWIFT,MARUTI,Chennai,2014,12277,1,Petrol,181000,518499
4167,MARUTISWIFT DZIRE,MARUTI,Chennai,2013,82953,1,Petrol,520000,455799
4168,JEEPCOMPASS,JEEP,Chennai,2018,36891,1,Petrol,169000,1326099
4169,TOYOTAURBAN CRUISER,TOYOTA,Chennai,2021,22776,1,Petrol,715000,1070599
4170,HONDAAMAZE,HONDA,Chennai,2014,17559,1,Petrol,181000,455099
4171,TATAALTROZ,TATA,Chennai,2021,13462,1,Petrol,507000,652699
4172,FORDECOSPORT,FORD,Chennai,2015,25213,1,Petrol,520000,551899
4173,KIASONET,KIA,Chennai,2020,32757,1,Diesel,715000,1239899
4174,RENAULTTRIBER,RENAULT,Chennai,2021,13263,1,Petrol,507000,646499
4175,FORDECOSPORT,FORD,Chennai,2015,51696,3,Diesel,181000,557299
4176,MARUTIEECO,MARUTI,Chennai,2011,62415,1,Petrol,72000,306999
4177,HONDAJAZZ,HONDA,Chennai,2019,24821,1,Petrol,474000,752699
4178,HONDAAMAZE,HONDA,Chennai,2021,13191,2,Petrol,507000,829299
4179,TATAALTROZ,TATA,Chennai,2021,12864,1,Petrol,715000,710099
4180,RENAULTDUSTER,RENAULT,Chennai,2020,44886,1,Petrol,715000,848899
4181,MARUTISWIFT,MARUTI,Chennai,2015,75451,1,Diesel,181000,518699
4182,HYUNDAII10,HYUNDAI,Chennai,2011,86627,2,Petrol,72000,278699
4183,TATAALTROZ,TATA,Chennai,2021,5880,1,Petrol,474000,821499
4184,MARUTIWAGON R 1.0,MARUTI,Chennai,2015,8686,1,Petrol,181000,417399
4185,HYUNDAINEW SANTRO,HYUNDAI,Chennai,2019,1980,1,Petrol,367000,570099
4186,MARUTICELERIO,MARUTI,Chennai,2019,52192,1,Petrol,507000,423599
4187,MAHINDRAKUV100,MAHINDRA,Chennai,2017,16095,2,Petrol,181000,496799
4188,MARUTIALTO 800,MARUTI,Chennai,2013,40700,1,Petrol,181000,256699
4189,HYUNDAIGRAND I10 NIOS,HYUNDAI,Chennai,2022,1173,1,Petrol,367000,899399
4190,VOLKSWAGENPOLO,VOLKSWAGEN,Chennai,2020,41485,2,Petrol,715000,664399
4191,MARUTIDZIRE,MARUTI,Chennai,2021,5385,2,Petrol,367000,731699
4192,HYUNDAIAURA,HYUNDAI,Chennai,2020,22557,1,Petrol,507000,690199
4193,HONDABRIO,HONDA,Chennai,2014,53798,1,Petrol,181000,410699
4194,RENAULTTRIBER,RENAULT,Chennai,2020,21750,1,Petrol,715000,612999
4195,HYUNDAICRETA,HYUNDAI,Chennai,2019,86364,1,Diesel,715000,1048599
4196,HYUNDAII10,HYUNDAI,Chennai,2013,40684,3,Petrol,140000,349499
4197,VOLKSWAGENPOLO,VOLKSWAGEN,Chennai,2015,56753,2,Petrol,181000,522299
4198,FORDECOSPORT,FORD,Chennai,2016,32763,1,Petrol,181000,679799
4199,HYUNDAIGRAND I10,HYUNDAI,Chennai,2018,19085,1,Petrol,370000,589099
4200,KIASELTOS,KIA,Chennai,2019,24964,1,Diesel,474000,1495799
4201,JEEPCOMPASS,JEEP,Chennai,2019,34532,1,Diesel,328000,2006399
4202,RENAULTTRIBER,RENAULT,Chennai,2020,20076,1,Petrol,715000,637699
4203,HYUNDAIGRAND I10 NIOS,HYUNDAI,Chennai,2020,15590,1,Petrol,474000,668299
4204,KIASONET,KIA,Chennai,2020,56172,1,Diesel,715000,1413699
4205,HONDAAMAZE,HONDA,Chennai,2018,91156,1,Diesel,715000,659299
4206,HYUNDAII10,HYUNDAI,Chennai,2014,64574,1,Petrol,140000,378299
4207,HYUNDAII10,HYUNDAI,Chennai,2012,62745,1,Petrol,140000,320999
4208,HONDABRIO,HONDA,Chennai,2018,28876,2,Petrol,169000,507999
4209,TATATIAGO,TATA,Chennai,2018,31063,1,Petrol,169000,455899
4210,HYUNDAIVERNA,HYUNDAI,Chennai,2017,4832,1,Petrol,169000,867699
4211,HYUNDAIGRAND I10,HYUNDAI,Chennai,2018,21060,1,Petrol,370000,590799
4212,HONDAAMAZE,HONDA,Chennai,2015,50449,1,Petrol,181000,506699
4213,MARUTIALTO K10,MARUTI,Chennai,2014,34127,2,Petrol,181000,290599
4214,MARUTIDZIRE,MARUTI,Chennai,2017,48905,2,Diesel,169000,672699
4215,HONDACITY,HONDA,Chennai,2016,52882,2,Petrol,520000,715099
4216,HYUNDAII10,HYUNDAI,Chennai,2014,50714,2,Petrol,181000,378299
4217,MARUTICELERIO,MARUTI,Chennai,2020,35415,1,Petrol,715000,600599
4218,HYUNDAIGRAND I10,HYUNDAI,Chennai,2018,37927,1,Petrol,370000,538599
4219,HONDACITY,HONDA,Chennai,2016,48108,2,Petrol,181000,685699
4220,MARUTICELERIO,MARUTI,Chennai,2016,36894,1,Petrol,181000,455399
4221,MARUTISWIFT,MARUTI,Chennai,2018,27834,1,Petrol,370000,631299
4222,KIASONET,KIA,Chennai,2020,30672,1,Petrol,507000,1222699
4223,RENAULTTRIBER,RENAULT,Chennai,2019,20442,1,Petrol,367000,696499
4224,MARUTICELERIO,MARUTI,Chennai,2015,46069,1,Petrol,181000,391099
4225,HYUNDAIGRAND I10,HYUNDAI,Chennai,2019,20963,2,Petrol,474000,518299
4226,MARUTIEECO,MARUTI,Chennai,2017,32562,1,Petrol,169000,419399
4227,MARUTIALTO 800,MARUTI,Chennai,2014,81333,2,Petrol,102000,240499
4228,HONDACITY,HONDA,Chennai,2018,43903,2,Petrol,507000,822799
4229,HYUNDAIELITE I20,HYUNDAI,Chennai,2018,89791,1,Petrol,715000,556099
4230,FORDECOSPORT,FORD,Chennai,2014,69381,2,Diesel,181000,547899
4231,MARUTICELERIO,MARUTI,Chennai,2017,28198,1,Petrol,169000,468799
4232,MARUTISWIFT,MARUTI,Chennai,2016,24357,1,Petrol,181000,555399
4233,FORDECOSPORT,FORD,Chennai,2017,46534,2,Diesel,169000,648899
4234,MARUTIBALENO,MARUTI,Chennai,2019,11262,2,Petrol,474000,720799
4235,MARUTIALTO K10,MARUTI,Chennai,2012,90002,2,Petrol,181000,228899
4236,FORDFREESTYLE,FORD,Chennai,2018,37060,2,Diesel,169000,662199
4237,HONDACITY,HONDA,Chennai,2019,31688,1,Petrol,468000,1199999
4238,MARUTIALTO 800,MARUTI,Chennai,2013,49115,2,Petrol,140000,235099
4239,TATATIAGO,TATA,Chennai,2016,49205,2,Petrol,140000,439799
4240,HYUNDAICRETA,HYUNDAI,Chennai,2019,45234,1,Diesel,507000,1237249
4241,TATATIAGO,TATA,Chennai,2018,12142,1,Petrol,370000,496299
4242,MARUTIS CROSS,MARUTI,Chennai,2018,39649,1,Diesel,370000,784399
4243,JEEPCOMPASS,JEEP,Chennai,2017,25288,1,Diesel,1203,1298099
4244,HONDAJAZZ,HONDA,Chennai,2016,44464,1,Petrol,181000,581699
4245,HONDABRIO,HONDA,Chennai,2014,74402,2,Petrol,181000,377349
4246,MAHINDRATHAR,MAHINDRA,Chennai,2021,5948,1,Petrol,474000,1694099
4247,MARUTISWIFT,MARUTI,Chennai,2016,44594,1,Petrol,181000,545699
4248,RENAULTKWID,RENAULT,Chennai,2021,13867,1,Petrol,507000,529699
4249,MARUTICELERIO,MARUTI,Chennai,2015,52123,2,Petrol,181000,409899
4250,MARUTIVITARA BREZZA,MARUTI,Chennai,2016,50552,1,Diesel,520000,787999
4251,HONDAJAZZ,HONDA,Chennai,2017,51000,2,Petrol,181000,540699
4252,HONDAAMAZE,HONDA,Chennai,2013,64754,2,Petrol,181000,401899
4253,MARUTIVITARA BREZZA,MARUTI,Chennai,2018,35335,1,Diesel,370000,795499
4254,VOLKSWAGENVENTO,VOLKSWAGEN,Chennai,2015,61755,3,Petrol,181000,580099
4255,MARUTISWIFT,MARUTI,Chennai,2018,52365,2,Petrol,507000,541499
4256,HYUNDAIELITE I20,HYUNDAI,Chennai,2019,14590,1,Petrol,367000,716499
4257,MARUTIDZIRE,MARUTI,Chennai,2018,50066,1,Diesel,507000,740199
4258,RENAULTTRIBER,RENAULT,Chennai,2020,13066,2,Petrol,474000,646399
4259,RENAULTTRIBER,RENAULT,Chennai,2020,6670,1,Petrol,474000,702599
4260,FORDECOSPORT,FORD,Chennai,2018,58697,2,Diesel,507000,741199
4261,RENAULTKWID,RENAULT,Chennai,2016,50867,3,Petrol,181000,312499
4262,HYUNDAINEW I20,HYUNDAI,Chennai,2021,9349,1,Petrol,474000,937399
4263,HYUNDAIEON,HYUNDAI,Chennai,2016,21103,3,Petrol,140000,304699
4264,RENAULTTRIBER,RENAULT,Chennai,2019,22149,1,Petrol,474000,689799
4265,HYUNDAICRETA,HYUNDAI,Chennai,2017,75764,1,Diesel,715000,1129199
4266,HYUNDAIELITE I20,HYUNDAI,Chennai,2017,34685,1,Petrol,370000,605999
4267,MGHECTOR,MG,Chennai,2020,51844,1,Diesel,507000,1684699
4268,MARUTICIAZ,MARUTI,Chennai,2017,33786,2,Petrol,169000,702899
4269,MARUTINEW  WAGON-R,MARUTI,Chennai,2020,45672,1,Petrol,507000,576999
4270,FORDECOSPORT,FORD,Chennai,2015,60128,2,Diesel,181000,551999
4271,RENAULTTRIBER,RENAULT,Chennai,2019,28230,1,Petrol,367000,728399
4272,MARUTIALTO 800,MARUTI,Chennai,2016,20631,2,Petrol,140000,294899
4273,TATATIGOR,TATA,Chennai,2017,60361,1,Petrol,507000,499699
4274,MARUTIBALENO,MARUTI,Chennai,2017,27869,2,Petrol,169000,639199
4275,HONDABRIO,HONDA,Chennai,2015,63331,2,Petrol,181000,402899
4276,HYUNDAII10,HYUNDAI,Chennai,2015,42653,1,Petrol,181000,377199
4277,HYUNDAIXCENT,HYUNDAI,Chennai,2016,25480,2,Petrol,140000,528399
4278,MARUTIBALENO,MARUTI,Chennai,2016,33230,1,Petrol,181000,615099
4279,RENAULTTRIBER,RENAULT,Chennai,2019,30358,1,Petrol,507000,669199
4280,HONDACITY,HONDA,Chennai,2018,50426,2,Petrol,507000,851299
4281,VOLKSWAGENAMEO,VOLKSWAGEN,Chennai,2016,61496,1,Petrol,102000,519099
4282,HYUNDAICRETA,HYUNDAI,Chennai,2020,8158,1,Petrol,474000,1430499
4283,SKODARAPID,SKODA,Chennai,2016,58224,1,Petrol,181000,649999
4284,MARUTISWIFT,MARUTI,Chennai,2018,24042,2,Petrol,169000,610599
4285,TATANEXON,TATA,Chennai,2021,12121,1,Petrol,715000,1103999
4286,MARUTINEW  WAGON-R,MARUTI,Chennai,2019,43083,1,Petrol,507000,532599
4287,HONDABRIO,HONDA,Chennai,2015,31106,1,Petrol,181000,413299
4288,MARUTICIAZ,MARUTI,Chennai,2020,40410,1,Petrol,715000,867199
4289,HONDAJAZZ,HONDA,Chennai,2016,56311,1,Petrol,181000,563699
4290,HYUNDAIVENUE,HYUNDAI,Chennai,2019,12730,2,Petrol,849000,1086099
4291,MARUTIDZIRE,MARUTI,Chennai,2019,31946,1,Petrol,507000,715999
4292,MARUTIWAGON R 1.0,MARUTI,Chennai,2011,62227,1,Petrol,72000,307799
4293,FORDECOSPORT,FORD,Chennai,2016,54960,2,Petrol,181000,623099
4294,HYUNDAIELITE I20,HYUNDAI,Chennai,2017,63613,2,Diesel,315000,561199
4295,HYUNDAIVERNA,HYUNDAI,Chennai,2018,37433,1,Petrol,370000,892299
4296,HYUNDAIELITE I20,HYUNDAI,Chennai,2017,59108,2,Petrol,315000,578699
4297,MARUTIDZIRE,MARUTI,Chennai,2018,90784,1,Petrol,507000,599199
4298,HONDACITY,HONDA,Chennai,2020,19513,1,Petrol,474000,1428499
4299,MARUTICELERIO,MARUTI,Chennai,2014,62854,3,Petrol,181000,347699
4300,HYUNDAICRETA,HYUNDAI,Chennai,2017,45886,1,Petrol,370000,908499
4301,MARUTIALTO 800,MARUTI,Chennai,2016,72917,1,Petrol,468000,285199
4302,RENAULTKWID,RENAULT,Chennai,2018,40397,3,Petrol,507000,387499
4303,HYUNDAIEON,HYUNDAI,Chennai,2016,34890,1,Petrol,181000,332099
4304,MARUTIEECO,MARUTI,Chennai,2019,12539,1,Petrol,367000,482899
4305,HYUNDAICRETA,HYUNDAI,Chennai,2019,60517,1,Diesel,507000,1254699
4306,HYUNDAIELITE I20,HYUNDAI,Chennai,2019,19993,1,Petrol,367000,691699
4307,KIASELTOS,KIA,Chennai,2020,91521,1,Petrol,715000,1530399
4308,MARUTIALTO 800,MARUTI,Chennai,2013,73282,1,Petrol,181000,253699
4309,MARUTIALTO 800,MARUTI,Chennai,2016,59781,2,Petrol,181000,281599
4310,MARUTIVITARA BREZZA,MARUTI,Chennai,2021,6025,1,Petrol,474000,1159699
4311,HONDAAMAZE,HONDA,Chennai,2019,39609,1,Petrol,507000,748299
4312,MARUTIALTO 800,MARUTI,Chennai,2019,61268,1,Petrol,507000,312649
4313,RENAULTTRIBER,RENAULT,Chennai,2019,38761,1,Petrol,507000,616799
4314,MGHECTOR,MG,Chennai,2020,26019,2,Petrol,507000,1674799
4315,MARUTICELERIO,MARUTI,Chennai,2015,46893,1,Petrol,181000,418899
4316,HYUNDAIEON,HYUNDAI,Chennai,2015,33012,1,Petrol,181000,314399
4317,MARUTIEECO,MARUTI,Chennai,2017,42866,2,Petrol,169000,419099
4318,HYUNDAINEW SANTRO,HYUNDAI,Chennai,2019,13222,1,Petrol,367000,576899
4319,TATAALTROZ,TATA,Chennai,2022,2853,1,Petrol,367000,951999
